Operation,Request time,Response time
GetOrder,4/1/2023 18:20:34.250,4/1/2023 18:20:35.583
SendNotification,4/1/2023 18:33:25.480,4/1/2023 18:33:26.830
GetTrackingData,4/1/2023 18:46:16.710,4/1/2023 18:46:17.710
GetPaymentList,4/1/2023 18:59:07.940,4/1/2023 18:59:08.907
GetOrderList,4/1/2023 19:11:59.170,4/1/2023 19:12:00.820
GetOrderList,4/1/2023 19:24:50.400,4/1/2023 19:24:51.350
GetPaymentMethods,4/1/2023 19:37:41.630,4/1/2023 19:37:41.980
SetPayment,4/1/2023 19:50:32.860,4/1/2023 19:50:33.460
Login,4/1/2023 20:03:24.090,4/1/2023 20:03:25.440
GetOrder,4/1/2023 20:16:15.320,4/1/2023 20:16:15.703
GetTrackingData,4/1/2023 20:29:06.550,4/1/2023 20:29:07.250
GetPaymentList,4/1/2023 20:41:57.780,4/1/2023 20:41:58.280
ModifyOrder,4/1/2023 20:54:49.010,4/1/2023 20:54:55.293
GetPaymentMethods,4/1/2023 21:07:40.240,4/1/2023 21:07:41.857
ModifyOrder,4/1/2023 21:20:31.470,4/1/2023 21:20:40.853
Login,4/1/2023 21:33:22.700,4/1/2023 21:33:23.783
GetItemList,4/1/2023 21:46:13.930,4/1/2023 21:46:14.447
GetOrder,4/1/2023 21:59:05.160,4/1/2023 21:59:05.877
SendNotification,4/1/2023 22:11:56.390,4/1/2023 22:11:57.623
GetPaymentList,4/1/2023 22:24:47.620,4/1/2023 22:24:47.870
GetTrackingData,4/1/2023 22:37:38.850,4/1/2023 22:37:40.017
SetDeliveryAddress,4/1/2023 22:50:30.080,4/1/2023 22:50:30.380
SetDeliveryAddress,4/1/2023 23:03:21.310,4/1/2023 23:03:22.527
GetItemList,4/1/2023 23:16:12.540,4/1/2023 23:16:13.573
GetItem,4/1/2023 23:29:03.770,4/1/2023 23:29:04.403
SendNotification,4/1/2023 23:41:55.000,4/1/2023 23:41:56.133
GetItem,4/1/2023 23:54:46.230,4/1/2023 23:54:46.563
ModifyOrder,5/1/2023 00:07:37.460,5/1/2023 00:07:42.760
SetPayment,5/1/2023 00:20:28.690,5/1/2023 00:20:28.823
SetDeliveryAddress,5/1/2023 00:33:19.920,5/1/2023 00:33:20.703
GetPaymentMethods,5/1/2023 00:46:11.150,5/1/2023 00:46:12.567
GetPaymentList,5/1/2023 00:59:02.380,5/1/2023 00:59:03.180
AddItemToOrder,5/1/2023 01:11:53.610,5/1/2023 01:11:54.993
GetOrder,5/1/2023 01:24:44.840,5/1/2023 01:24:46.173
GetItem,5/1/2023 01:37:36.070,5/1/2023 01:37:36.170
GetPaymentMethods,5/1/2023 01:50:27.300,5/1/2023 01:50:28.867
ModifyItem,5/1/2023 02:03:18.530,5/1/2023 02:03:19.313
SetDeliveryAddress,5/1/2023 02:16:09.760,5/1/2023 02:16:10.727
GetItemList,5/1/2023 02:29:00.990,5/1/2023 02:29:02.440
GetOrder,5/1/2023 02:41:52.220,5/1/2023 02:41:52.353
GetItemList,5/1/2023 02:54:43.450,5/1/2023 02:54:44.583
ModifyItem,5/1/2023 03:07:34.680,5/1/2023 03:07:43.147
Login,5/1/2023 03:20:25.910,5/1/2023 03:20:26.327
GetItemList,5/1/2023 03:33:17.140,5/1/2023 03:33:18.057
AddItemToOrder,5/1/2023 03:46:08.370,5/1/2023 03:46:09.237
SetPayment,5/1/2023 03:58:59.600,5/1/2023 03:58:59.983
GetItem,5/1/2023 04:11:50.830,5/1/2023 04:11:51.113
AddItemToOrder,5/1/2023 04:24:42.060,5/1/2023 04:24:42.077
ModifyItem,5/1/2023 04:37:33.290,5/1/2023 04:37:39.940
GetItem,5/1/2023 04:50:24.520,5/1/2023 04:50:25.387
SetPayment,5/1/2023 05:03:15.750,5/1/2023 05:03:16.767
GetItem,5/1/2023 05:16:06.980,5/1/2023 05:16:07.197
GetOrderList,5/1/2023 05:28:58.210,5/1/2023 05:28:59.277
ModifyOrder,5/1/2023 05:41:49.440,5/1/2023 05:41:56.907
GetItem,5/1/2023 05:54:40.670,5/1/2023 05:54:41.503
SetDeliveryAddress,5/1/2023 06:07:31.900,5/1/2023 06:07:33.333
SetPayment,5/1/2023 06:20:23.130,5/1/2023 06:20:24.097
ModifyItem,5/1/2023 06:33:14.360,5/1/2023 06:33:22.810
Login,5/1/2023 06:46:05.590,5/1/2023 06:46:06.857
Login,5/1/2023 06:58:56.820,5/1/2023 06:58:57.470
ModifyOrder,5/1/2023 07:11:48.050,5/1/2023 07:11:48.583
SendNotification,5/1/2023 07:24:39.280,5/1/2023 07:24:40.897
GetItemList,5/1/2023 07:37:30.510,5/1/2023 07:37:31.343
GetPaymentMethods,5/1/2023 07:50:21.740,5/1/2023 07:50:23.190
GetItem,5/1/2023 08:03:12.970,5/1/2023 08:03:14.320
AddItemToOrder,5/1/2023 08:16:04.200,5/1/2023 08:16:04.317
GetOrder,5/1/2023 08:28:55.430,5/1/2023 08:28:55.530
AddItemToOrder,5/1/2023 08:41:46.660,5/1/2023 08:41:47.593
GetItem,5/1/2023 08:54:37.890,5/1/2023 08:54:38.257
GetPaymentMethods,5/1/2023 09:07:29.120,5/1/2023 09:07:30.520
GetPaymentMethods,5/1/2023 09:20:20.350,5/1/2023 09:20:21.517
Login,5/1/2023 09:33:11.580,5/1/2023 09:33:12.630
ModifyItem,5/1/2023 09:46:02.810,5/1/2023 09:46:11.760
GetOrder,5/1/2023 09:58:54.040,5/1/2023 09:58:54.440
SetPayment,5/1/2023 10:11:45.270,5/1/2023 10:11:46.320
ModifyOrder,5/1/2023 10:24:36.500,5/1/2023 10:24:37.267
AddItemToOrder,5/1/2023 10:37:27.730,5/1/2023 10:37:29.097
ModifyOrder,5/1/2023 10:50:18.960,5/1/2023 10:50:22.343
SetPayment,5/1/2023 11:03:10.190,5/1/2023 11:03:10.790
ModifyItem,5/1/2023 11:16:01.420,5/1/2023 11:16:01.587
SendNotification,5/1/2023 11:28:52.650,5/1/2023 11:28:53.317
GetOrder,5/1/2023 11:41:43.880,5/1/2023 11:41:44.897
Login,5/1/2023 11:54:35.110,5/1/2023 11:54:35.760
GetTrackingData,5/1/2023 12:07:26.340,5/1/2023 12:07:26.657
GetPaymentList,5/1/2023 12:20:17.570,5/1/2023 12:20:19.153
ModifyOrder,5/1/2023 12:33:08.800,5/1/2023 12:33:15.217
SetDeliveryAddress,5/1/2023 12:46:00.030,5/1/2023 12:46:00.397
ModifyOrder,5/1/2023 12:58:51.260,5/1/2023 12:59:00.010
ModifyOrder,5/1/2023 13:11:42.490,5/1/2023 13:11:44.223
SetPayment,5/1/2023 13:24:33.720,5/1/2023 13:24:34.920
GetItemList,5/1/2023 13:37:24.950,5/1/2023 13:37:25.967
SendNotification,5/1/2023 13:50:16.180,5/1/2023 13:50:16.897
ModifyOrder,5/1/2023 14:03:07.410,5/1/2023 14:03:09.827
Login,5/1/2023 14:15:58.640,5/1/2023 14:15:58.707
ModifyItem,5/1/2023 14:28:49.870,5/1/2023 14:28:59.720
GetOrder,5/1/2023 14:41:41.100,5/1/2023 14:41:41.617
GetOrder,5/1/2023 14:54:32.330,5/1/2023 14:54:33.647
GetPaymentMethods,5/1/2023 15:07:23.560,5/1/2023 15:07:25.043
GetItem,5/1/2023 15:20:14.790,5/1/2023 15:20:15.690
Login,5/1/2023 15:33:06.020,5/1/2023 15:33:07.237
SetDeliveryAddress,5/1/2023 15:45:57.250,5/1/2023 15:45:57.900
GetTrackingData,5/1/2023 15:58:48.480,5/1/2023 15:58:49.297
AddItemToOrder,5/1/2023 16:11:39.710,5/1/2023 16:11:40.577
AddItemToOrder,5/1/2023 16:24:30.940,5/1/2023 16:24:31.440
Login,5/1/2023 16:37:22.170,5/1/2023 16:37:23.653
GetTrackingData,5/1/2023 16:50:13.400,5/1/2023 16:50:13.900
Login,5/1/2023 17:03:04.630,5/1/2023 17:03:05.947
GetPaymentList,5/1/2023 17:15:55.860,5/1/2023 17:15:57.193
GetItemList,5/1/2023 17:28:47.090,5/1/2023 17:28:48.473
GetTrackingData,5/1/2023 17:41:38.320,5/1/2023 17:41:39.120
AddItemToOrder,5/1/2023 17:54:29.550,5/1/2023 17:54:30.283
AddItemToOrder,5/1/2023 18:07:20.780,5/1/2023 18:07:21.213
GetItem,5/1/2023 18:20:12.010,5/1/2023 18:20:13.393
ModifyItem,5/1/2023 18:33:03.240,5/1/2023 18:33:08.090
GetItemList,5/1/2023 18:45:54.470,5/1/2023 18:45:54.670
GetItemList,5/1/2023 18:58:45.700,5/1/2023 18:58:45.800
GetOrder,5/1/2023 19:11:36.930,5/1/2023 19:11:38.230
GetTrackingData,5/1/2023 19:24:28.160,5/1/2023 19:24:29.560
Login,5/1/2023 19:37:19.390,5/1/2023 19:37:20.640
GetOrderList,5/1/2023 19:50:10.620,5/1/2023 19:50:11.920
GetTrackingData,5/1/2023 20:03:01.850,5/1/2023 20:03:02.333
GetPaymentMethods,5/1/2023 20:15:53.080,5/1/2023 20:15:54.613
Login,5/1/2023 20:28:44.310,5/1/2023 20:28:44.827
GetItem,5/1/2023 20:41:35.540,5/1/2023 20:41:36.340
GetPaymentMethods,5/1/2023 20:54:26.770,5/1/2023 20:54:28.303
Login,5/1/2023 21:07:18.000,5/1/2023 21:07:18.233
GetTrackingData,5/1/2023 21:20:09.230,5/1/2023 21:20:09.797
GetItem,5/1/2023 21:33:00.460,5/1/2023 21:33:00.627
SetDeliveryAddress,5/1/2023 21:45:51.690,5/1/2023 21:45:52.740
Login,5/1/2023 21:58:42.920,5/1/2023 21:58:43.787
SetPayment,5/1/2023 22:11:34.150,5/1/2023 22:11:34.900
GetPaymentList,5/1/2023 22:24:25.380,5/1/2023 22:24:26.030
AddItemToOrder,5/1/2023 22:37:16.610,###############################################################################################################################################################################################################################################################
ModifyItem,5/1/2023 22:50:07.840,5/1/2023 22:50:11.940
Login,5/1/2023 23:02:59.070,5/1/2023 23:02:59.620
AddItemToOrder,5/1/2023 23:15:50.300,5/1/2023 23:15:51.567
GetPaymentMethods,5/1/2023 23:28:41.530,5/1/2023 23:28:41.663
GetTrackingData,5/1/2023 23:41:32.760,5/1/2023 23:41:33.343
GetOrder,5/1/2023 23:54:23.990,5/1/2023 23:54:24.457
AddItemToOrder,6/1/2023 00:07:15.220,6/1/2023 00:07:15.387
GetOrder,6/1/2023 00:20:06.450,6/1/2023 00:20:07.583
Login,6/1/2023 00:32:57.680,6/1/2023 00:32:58.163
GetOrderList,6/1/2023 00:45:48.910,6/1/2023 00:45:49.460
ModifyItem,6/1/2023 00:58:40.140,6/1/2023 00:58:45.807
AddItemToOrder,6/1/2023 01:11:31.370,6/1/2023 01:11:32.120
GetPaymentMethods,6/1/2023 01:24:22.600,6/1/2023 01:24:22.783
GetOrderList,6/1/2023 01:37:13.830,6/1/2023 01:37:15.397
GetTrackingData,6/1/2023 01:50:05.060,6/1/2023 01:50:05.593
AddItemToOrder,6/1/2023 02:02:56.290,6/1/2023 02:02:57.223
SendNotification,6/1/2023 02:15:47.520,6/1/2023 02:15:48.170
AddItemToOrder,6/1/2023 02:28:38.750,6/1/2023 02:28:38.983
GetTrackingData,6/1/2023 02:41:29.980,6/1/2023 02:41:31.397
ModifyItem,6/1/2023 02:54:21.210,6/1/2023 02:54:30.710
AddItemToOrder,6/1/2023 03:07:12.440,6/1/2023 03:07:13.573
GetOrderList,6/1/2023 03:20:03.670,6/1/2023 03:20:05.237
GetPaymentList,6/1/2023 03:32:54.900,6/1/2023 03:32:55.150
GetTrackingData,6/1/2023 03:45:46.130,6/1/2023 03:45:46.897
SendNotification,6/1/2023 03:58:37.360,6/1/2023 03:58:37.693
AddItemToOrder,6/1/2023 04:11:28.590,6/1/2023 04:11:29.440
AddItemToOrder,6/1/2023 04:24:19.820,6/1/2023 04:24:20.053
ModifyItem,6/1/2023 04:37:11.050,6/1/2023 04:37:12.000
SetDeliveryAddress,6/1/2023 04:50:02.280,6/1/2023 04:50:03.947
SetPayment,6/1/2023 05:02:53.510,6/1/2023 05:02:53.843
Login,6/1/2023 05:15:44.740,6/1/2023 05:15:45.340
SendNotification,6/1/2023 05:28:35.970,6/1/2023 05:28:37.270
GetOrder,6/1/2023 05:41:27.200,6/1/2023 05:41:28.017
GetItemList,6/1/2023 05:54:18.430,6/1/2023 05:54:19.330
SetPayment,6/1/2023 06:07:09.660,6/1/2023 06:07:09.693
GetItem,6/1/2023 06:20:00.890,6/1/2023 06:20:01.923
GetTrackingData,6/1/2023 06:32:52.120,6/1/2023 06:32:52.637
GetOrder,6/1/2023 06:45:43.350,6/1/2023 06:45:43.517
GetOrder,6/1/2023 06:58:34.580,6/1/2023 06:58:35.863
ModifyOrder,6/1/2023 07:11:25.810,6/1/2023 07:11:34.160
ModifyItem,6/1/2023 07:24:17.040,6/1/2023 07:24:19.573
AddItemToOrder,6/1/2023 07:37:08.270,6/1/2023 07:37:09.470
GetPaymentMethods,6/1/2023 07:49:59.500,6/1/2023 07:50:00.750
SetDeliveryAddress,6/1/2023 08:02:50.730,6/1/2023 08:02:51.547
GetTrackingData,6/1/2023 08:15:41.960,6/1/2023 08:15:42.027
SetPayment,6/1/2023 08:28:33.190,6/1/2023 08:28:34.123
GetPaymentList,6/1/2023 08:41:24.420,6/1/2023 08:41:24.470
GetOrderList,6/1/2023 08:54:15.650,6/1/2023 08:54:16.733
ModifyItem,6/1/2023 09:07:06.880,6/1/2023 09:07:14.313
GetPaymentList,6/1/2023 09:19:58.110,6/1/2023 09:19:59.010
GetItem,6/1/2023 09:32:49.340,6/1/2023 09:32:49.790
AddItemToOrder,6/1/2023 09:45:40.570,6/1/2023 09:45:41.453
GetPaymentMethods,6/1/2023 09:58:31.800,6/1/2023 09:58:32.700
SendNotification,6/1/2023 10:11:23.030,6/1/2023 10:11:23.530
GetPaymentMethods,6/1/2023 10:24:14.260,6/1/2023 10:24:14.560
SetDeliveryAddress,6/1/2023 10:37:05.490,6/1/2023 10:37:05.623
GetItemList,6/1/2023 10:49:56.720,6/1/2023 10:49:57.770
GetTrackingData,6/1/2023 11:02:47.950,6/1/2023 11:02:49.533
GetPaymentList,6/1/2023 11:15:39.180,6/1/2023 11:15:39.947
ModifyItem,6/1/2023 11:28:30.410,6/1/2023 11:28:31.210
Login,6/1/2023 11:41:21.640,6/1/2023 11:41:22.957
AddItemToOrder,6/1/2023 11:54:12.870,6/1/2023 11:54:14.020
SendNotification,6/1/2023 12:07:04.100,6/1/2023 12:07:04.900
SendNotification,6/1/2023 12:19:55.330,6/1/2023 12:19:56.530
GetPaymentList,6/1/2023 12:32:46.560,6/1/2023 12:32:47.410
ModifyOrder,6/1/2023 12:45:37.790,6/1/2023 12:45:39.457
Login,6/1/2023 12:58:29.020,6/1/2023 12:58:30.470
ModifyOrder,6/1/2023 13:11:20.250,6/1/2023 13:11:30.217
GetPaymentMethods,6/1/2023 13:24:11.480,6/1/2023 13:24:12.330
GetTrackingData,6/1/2023 13:37:02.710,6/1/2023 13:37:03.177
SendNotification,6/1/2023 13:49:53.940,6/1/2023 13:49:54.357
ModifyOrder,6/1/2023 14:02:45.170,6/1/2023 14:02:47.087
GetOrderList,6/1/2023 14:15:36.400,6/1/2023 14:15:37.483
ModifyOrder,6/1/2023 14:28:27.630,6/1/2023 14:28:33.213
GetTrackingData,6/1/2023 14:41:18.860,6/1/2023 14:41:19.360
GetItem,6/1/2023 14:54:10.090,6/1/2023 14:54:11.673
GetOrder,6/1/2023 15:07:01.320,6/1/2023 15:07:02.353
GetPaymentMethods,djhgfwefbf,udfhdkhad
ModifyOrder,6/1/2023 15:32:43.780,6/1/2023 15:32:52.080
GetTrackingData,6/1/2023 15:45:35.010,6/1/2023 15:45:35.827
GetPaymentMethods,6/1/2023 15:58:26.240,6/1/2023 15:58:26.857
GetItem,6/1/2023 16:11:17.470,6/1/2023 16:11:18.570
GetItemList,6/1/2023 16:24:08.700,6/1/2023 16:24:09.300
GetPaymentList,6/1/2023 16:36:59.930,6/1/2023 16:37:01.430
GetOrderList,6/1/2023 16:49:51.160,6/1/2023 16:49:52.543
GetOrder,6/1/2023 17:02:42.390,6/1/2023 17:02:43.173
Login,6/1/2023 17:15:33.620,6/1/2023 17:15:35.270
GetOrder,6/1/2023 17:28:24.850,6/1/2023 17:28:25.617
GetItemList,6/1/2023 17:41:16.080,6/1/2023 17:41:17.597
ModifyItem,6/1/2023 17:54:07.310,6/1/2023 17:54:11.160
GetOrder,6/1/2023 18:06:58.540,6/1/2023 18:07:00.107
AddItemToOrder,6/1/2023 18:19:49.770,6/1/2023 18:19:50.337
ModifyOrder,6/1/2023 18:32:41.000,6/1/2023 18:32:48.550
SetDeliveryAddress,6/1/2023 18:45:32.230,6/1/2023 18:45:32.463
GetPaymentMethods,6/1/2023 18:58:23.460,6/1/2023 18:58:23.877
GetTrackingData,6/1/2023 19:11:14.690,6/1/2023 19:11:16.173
AddItemToOrder,6/1/2023 19:24:05.920,6/1/2023 19:24:06.853
ModifyItem,6/1/2023 19:36:57.150,6/1/2023 19:36:59.417
GetPaymentList,6/1/2023 19:49:48.380,6/1/2023 19:49:48.863
ModifyItem,6/1/2023 20:02:39.610,6/1/2023 20:02:42.077
GetOrder,6/1/2023 20:15:30.840,6/1/2023 20:15:31.873
SendNotification,6/1/2023 20:28:22.070,6/1/2023 20:28:22.387
GetItemList,6/1/2023 20:41:13.300,6/1/2023 20:41:13.750
GetPaymentList,6/1/2023 20:54:04.530,6/1/2023 20:54:04.713
GetOrderList,6/1/2023 21:06:55.760,6/1/2023 21:06:56.243
GetItem,6/1/2023 21:19:46.990,6/1/2023 21:19:47.357
GetPaymentList,6/1/2023 21:32:38.220,6/1/2023 21:32:38.403
ModifyItem,6/1/2023 21:45:29.450,6/1/2023 21:45:30.000
GetPaymentMethods,6/1/2023 21:58:20.680,6/1/2023 21:58:21.113
GetItem,6/1/2023 22:11:11.910,6/1/2023 22:11:12.860
GetPaymentMethods,6/1/2023 22:24:03.140,6/1/2023 22:24:03.973
GetPaymentMethods,6/1/2023 22:36:54.370,6/1/2023 22:36:55.653
GetItemList,6/1/2023 22:49:45.600,6/1/2023 22:49:46.483
GetItemList,6/1/2023 23:02:36.830,6/1/2023 23:02:38.197
SendNotification,6/1/2023 23:15:28.060,6/1/2023 23:15:28.093
ModifyOrder,6/1/2023 23:28:19.290,6/1/2023 23:28:19.723
GetPaymentMethods,6/1/2023 23:41:10.520,6/1/2023 23:41:11.820
SendNotification,6/1/2023 23:54:01.750,6/1/2023 23:54:02.833
GetPaymentList,7/1/2023 00:06:52.980,7/1/2023 00:06:54.413
GetOrderList,7/1/2023 00:19:44.210,7/1/2023 00:19:45.143
SetPayment,7/1/2023 00:32:35.440,7/1/2023 00:32:35.890
GetPaymentMethods,7/1/2023 00:45:26.670,7/1/2023 00:45:26.787
SetDeliveryAddress,7/1/2023 00:58:17.900,7/1/2023 00:58:19.050
ModifyOrder,7/1/2023 01:11:09.130,7/1/2023 01:11:18.663
GetTrackingData,7/1/2023 01:24:00.360,7/1/2023 01:24:00.777
SendNotification,7/1/2023 01:36:51.590,7/1/2023 01:36:51.723
Login,7/1/2023 01:49:42.820,7/1/2023 01:49:43.937
GetPaymentList,7/1/2023 02:02:34.050,7/1/2023 02:02:34.750
GetOrder,7/1/2023 02:15:25.280,7/1/2023 02:15:25.313
GetTrackingData,7/1/2023 02:28:16.510,7/1/2023 02:28:16.977
AddItemToOrder,7/1/2023 02:41:07.740,7/1/2023 02:41:07.890
GetPaymentMethods,7/1/2023 02:53:58.970,7/1/2023 02:53:59.237
GetOrder,7/1/2023 03:06:50.200,7/1/2023 03:06:50.900
GetItemList,7/1/2023 03:19:41.430,7/1/2023 03:19:42.280
GetPaymentMethods,7/1/2023 03:32:32.660,7/1/2023 03:32:33.793
GetTrackingData,7/1/2023 03:45:23.890,7/1/2023 03:45:23.940
ModifyItem,7/1/2023 03:58:15.120,7/1/2023 03:58:21.537
GetOrderList,7/1/2023 04:11:06.350,7/1/2023 04:11:07.400
GetOrderList,7/1/2023 04:23:57.580,7/1/2023 04:23:58.780
SendNotification,7/1/2023 04:36:48.810,7/1/2023 04:36:49.027
SetDeliveryAddress,7/1/2023 04:49:40.040,7/1/2023 04:49:40.223
GetOrderList,7/1/2023 05:02:31.270,7/1/2023 05:02:32.020
GetTrackingData,7/1/2023 05:15:22.500,7/1/2023 05:15:22.783
SendNotification,7/1/2023 05:28:13.730,7/1/2023 05:28:15.297
SendNotification,7/1/2023 05:41:04.960,7/1/2023 05:41:06.510
GetItem,7/1/2023 05:53:56.190,7/1/2023 05:53:57.457
GetPaymentMethods,7/1/2023 06:06:47.420,7/1/2023 06:06:48.853
GetTrackingData,7/1/2023 06:19:38.650,7/1/2023 06:19:39.783
SetPayment,7/1/2023 06:32:29.880,7/1/2023 06:32:30.597
Login,7/1/2023 06:45:21.110,7/1/2023 06:45:22.027
GetItem,7/1/2023 06:58:12.340,7/1/2023 06:58:13.157
AddItemToOrder,7/1/2023 07:11:03.570,7/1/2023 07:11:05.237
SendNotification,7/1/2023 07:23:54.800,7/1/2023 07:23:55.950
GetItem,7/1/2023 07:36:46.030,7/1/2023 07:36:46.480
Login,7/1/2023 07:49:37.260,7/1/2023 07:49:37.743
GetOrder,7/1/2023 08:02:28.490,7/1/2023 08:02:29.290
SendNotification,7/1/2023 08:15:19.720,7/1/2023 08:15:20.087
GetPaymentList,7/1/2023 08:28:10.950,7/1/2023 08:28:12.533
GetItemList,7/1/2023 08:41:02.180,7/1/2023 08:41:02.230
SendNotification,7/1/2023 08:53:53.410,7/1/2023 08:53:54.643
GetOrderList,7/1/2023 09:06:44.640,7/1/2023 09:06:46.057
GetOrder,7/1/2023 09:19:35.870,7/1/2023 09:19:36.287
GetPaymentMethods,7/1/2023 09:32:27.100,7/1/2023 09:32:27.750
ModifyItem,7/1/2023 09:45:18.330,7/1/2023 09:45:18.780
ModifyItem,7/1/2023 09:58:09.560,7/1/2023 09:58:18.577
SetDeliveryAddress,7/1/2023 10:11:00.790,7/1/2023 10:11:00.923
GetItem,7/1/2023 10:23:52.020,7/1/2023 10:23:53.170
AddItemToOrder,7/1/2023 10:36:43.250,7/1/2023 10:36:44.383
GetTrackingData,###############################################################################################################################################################################################################################################################,7/1/2023 10:49:35.347
Login,7/1/2023 11:02:25.710,7/1/2023 11:02:25.777
SendNotification,7/1/2023 11:15:16.940,7/1/2023 11:15:18.540
GetPaymentList,7/1/2023 11:28:08.170,7/1/2023 11:28:09.387
SendNotification,7/1/2023 11:40:59.400,7/1/2023 11:41:00.050
GetItemList,7/1/2023 11:53:50.630,7/1/2023 11:53:51.047
SetDeliveryAddress,7/1/2023 12:06:41.860,7/1/2023 12:06:43.193
GetItemList,7/1/2023 12:19:33.090,7/1/2023 12:19:34.107
Login,7/1/2023 12:32:24.320,7/1/2023 12:32:24.837
ModifyOrder,7/1/2023 12:45:15.550,7/1/2023 12:45:18.683
GetPaymentMethods,7/1/2023 12:58:06.780,7/1/2023 12:58:08.313
GetOrderList,7/1/2023 13:10:58.010,7/1/2023 13:10:58.860
ModifyOrder,7/1/2023 13:23:49.240,7/1/2023 13:23:52.407
GetOrder,7/1/2023 13:36:40.470,7/1/2023 13:36:41.803
GetPaymentList,7/1/2023 13:49:31.700,7/1/2023 13:49:32.983
GetTrackingData,7/1/2023 14:02:22.930,7/1/2023 14:02:23.547
GetPaymentList,7/1/2023 14:15:14.160,7/1/2023 14:15:14.527
GetOrderList,7/1/2023 14:28:05.390,7/1/2023 14:28:06.373
GetTrackingData,7/1/2023 14:40:56.620,7/1/2023 14:40:58.153
AddItemToOrder,7/1/2023 14:53:47.850,7/1/2023 14:53:49.000
ModifyItem,7/1/2023 15:06:39.080,7/1/2023 15:06:41.863
GetPaymentMethods,7/1/2023 15:19:30.310,7/1/2023 15:19:31.827
ModifyOrder,7/1/2023 15:32:21.540,7/1/2023 15:32:30.407
GetItem,7/1/2023 15:45:12.770,7/1/2023 15:45:13.003
SetPayment,7/1/2023 15:58:04.000,7/1/2023 15:58:05.367
SetDeliveryAddress,7/1/2023 16:10:55.230,7/1/2023 16:10:56.847
GetItem,7/1/2023 16:23:46.460,7/1/2023 16:23:47.777
GetItemList,7/1/2023 16:36:37.690,7/1/2023 16:36:37.973
GetTrackingData,7/1/2023 16:49:28.920,7/1/2023 16:49:28.953
SetPayment,7/1/2023 17:02:20.150,7/1/2023 17:02:21.600
GetOrderList,7/1/2023 17:15:11.380,7/1/2023 17:15:11.847
GetOrderList,7/1/2023 17:28:02.610,7/1/2023 17:28:03.210
GetOrderList,7/1/2023 17:40:53.840,0/1/1900 00:00:00.000
GetOrderList,7/1/2023 17:53:45.070,7/1/2023 17:53:46.270
SetDeliveryAddress,7/1/2023 18:06:36.300,7/1/2023 18:06:36.950
GetItemList,7/1/2023 18:19:27.530,7/1/2023 18:19:29.180
GetPaymentList,7/1/2023 18:32:18.760,7/1/2023 18:32:19.743
AddItemToOrder,7/1/2023 18:45:09.990,7/1/2023 18:45:11.323
ModifyOrder,7/1/2023 18:58:01.220,7/1/2023 18:58:05.720
SetDeliveryAddress,7/1/2023 19:10:52.450,7/1/2023 19:10:53.567
GetPaymentList,7/1/2023 19:23:43.680,7/1/2023 19:23:44.297
ModifyOrder,7/1/2023 19:36:34.910,7/1/2023 19:36:42.243
SetDeliveryAddress,7/1/2023 19:49:26.140,7/1/2023 19:49:26.507
Login,7/1/2023 20:02:17.370,7/1/2023 20:02:17.420
SetDeliveryAddress,7/1/2023 20:15:08.600,7/1/2023 20:15:08.700
GetOrderList,7/1/2023 20:27:59.830,7/1/2023 20:27:59.980
ModifyItem,7/1/2023 20:40:51.060,7/1/2023 20:40:56.293
SendNotification,7/1/2023 20:53:42.290,7/1/2023 20:53:42.823
SetDeliveryAddress,7/1/2023 21:06:33.520,7/1/2023 21:06:33.653
GetPaymentList,7/1/2023 21:19:24.750,7/1/2023 21:19:25.883
ModifyItem,7/1/2023 21:32:15.980,7/1/2023 21:32:20.313
SetDeliveryAddress,7/1/2023 21:45:07.210,7/1/2023 21:45:08.260
GetItem,7/1/2023 21:57:58.440,7/1/2023 21:57:58.840
SendNotification,7/1/2023 22:10:49.670,7/1/2023 22:10:50.620
GetOrder,7/1/2023 22:23:40.900,7/1/2023 22:23:42.417
GetOrderList,7/1/2023 22:36:32.130,7/1/2023 22:36:32.480
ModifyOrder,7/1/2023 22:49:23.360,7/1/2023 22:49:24.027
ModifyOrder,7/1/2023 23:02:14.590,7/1/2023 23:02:23.523
GetPaymentList,7/1/2023 23:15:05.820,7/1/2023 23:15:06.770
GetOrder,7/1/2023 23:27:57.050,7/1/2023 23:27:57.667
ModifyItem,7/1/2023 23:40:48.280,7/1/2023 23:40:52.280
GetItemList,7/1/2023 23:53:39.510,7/1/2023 23:53:40.077
AddItemToOrder,8/1/2023 00:06:30.740,8/1/2023 00:06:31.407
AddItemToOrder,8/1/2023 00:19:21.970,8/1/2023 00:19:23.120
GetPaymentList,8/1/2023 00:32:13.200,8/1/2023 00:32:14.550
ModifyOrder,8/1/2023 00:45:04.430,8/1/2023 00:45:12.630
GetItemList,8/1/2023 00:57:55.660,8/1/2023 00:57:57.243
GetOrderList,8/1/2023 01:10:46.890,8/1/2023 01:10:48.057
ModifyItem,8/1/2023 01:23:38.120,8/1/2023 01:23:45.953
GetItem,8/1/2023 01:36:29.350,8/1/2023 01:36:30.117
SendNotification,8/1/2023 01:49:20.580,8/1/2023 01:49:21.230
GetOrder,8/1/2023 02:02:11.810,8/1/2023 02:02:13.143
AddItemToOrder,8/1/2023 02:15:03.040,8/1/2023 02:15:03.540
GetPaymentList,8/1/2023 02:27:54.270,8/1/2023 02:27:55.403
GetItem,8/1/2023 02:40:45.500,8/1/2023 02:40:46.633
